web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614354055-5944","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/baking-recipes/3","Banoffee traybake","https://www.bbcgoodfood.com/recipes/banoffee-traybake","","[{""ingredients"":""200g butter , softened, plus extra for the tin""},{""ingredients"":""2 large ripe bananas (250g peeled weight)""},{""ingredients"":""250g light brown soft sugar""},{""ingredients"":""4 large eggs""},{""ingredients"":""1½ tsp vanilla extract""},{""ingredients"":""250g self-raising flour""},{""ingredients"":""100g natural yogurt""},{""ingredients"":""100g dark chocolate , chopped into chunks""},{""ingredients"":""100g thick caramel or dulce de leche (we used a can of Carnation caramel)""},{""ingredients"":""12 dried banana chips , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 180C/160C fan/gas 4. Butter and line a 20 x 30cm baking tin with two strips of criss-crossed baking parchment. In a jug, mash the bananas with a fork, then add the butter and sugar and mix with an electric whisk until smooth and creamy.""},{""method"":""STEP 2""},{""method"":""Add the eggs one at a time, beating well after each addition, then add the vanilla and a pinch of salt. Use a spatula to fold through the flour, yogurt and chocolate chunks. Scrape the mixture into the tin and smooth over the surface. Bake for 30 mins until risen and golden and a skewer inserted into the centre of the cake comes out clean. Cool for 10 mins in the tin, then transfer to a wire rack.""},{""method"":""STEP 3""},{""method"":""Cut the traybake into 12 squares, then top each one with a spoonful of caramel and a banana chip, if you like. Will keep in a tin for up to five days, or in the freezer – without the toppings – for up to a month.""}]"
"1614353966-5914","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Luscious lemon baked cheesecake","https://www.bbcgoodfood.com/recipes/luscious-lemon-baked-cheesecake","","[{""ingredients"":""225g digestive biscuits""},{""ingredients"":""100g butter, melted""},{""ingredients"":""250g tub  mascarpone""},{""ingredients"":""600g soft cheese""},{""ingredients"":""2 eggs, plus 2 yolks""},{""ingredients"":""zest 3 lemons, juice of 1""},{""ingredients"":""4 tbsp  plain flour""},{""ingredients"":""175g caster sugar""},{""ingredients"":""½ a 284ml pot soured cream""},{""ingredients"":""3 tbsp lemon curd""},{""ingredients"":""handful  raspberries, to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 180C/fan 160C/gas 4. Line the bottom of a 23cm springform tin with greaseproof paper. Tip the biscuits and melted butter into a food processor, then blitz to make fine crumbs. Press into the tin and chill.""},{""method"":""STEP 2""},{""method"":""Whisk all the other ingredients in a large bowl until completely combined, pour into the tin, then bake for 35-40 mins until the cheesecake has a uniform wobble.""},{""method"":""STEP 3""},{""method"":""Turn off the oven and leave the cake inside until cool. When it is completely cooled, remove from the tin and top with soured cream. Swirl lemon curd over the top and decorate with raspberries, if you like.""}]"
"1614354070-5950","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/baking-recipes/3","Guinness chocolate puddings","https://www.bbcgoodfood.com/recipes/guinness-chocolate-puddings","","[{""ingredients"":""150g unsalted butter , plus extra for the ramekins""},{""ingredients"":""200g dark chocolate (70% cocoa), roughly chopped""},{""ingredients"":""90g golden caster sugar""},{""ingredients"":""3 large eggs""},{""ingredients"":""90ml Guinness or other stout""},{""ingredients"":""clotted cream or thick double cream, to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Butter four 9 x 5cm ramekins and set aside. Tip the butter, chocolate and a generous pinch of salt into a heatproof bowl. Set over a small pan of just-simmering water and stir until melted, then remove from the heat and leave to cool a little.""},{""method"":""STEP 2""},{""method"":""Put the sugar and eggs in a large mixing bowl and beat with an electric whisk until pale, almost doubled in volume and thick enough to leave a trail when the beaters are lifted up. Gently fold in the melted chocolate and the Guinness. Spoon the mixture into the ramekins, then chill in the fridge for 1 hr. Heat oven to 200C/180C fan/gas 6 and put a baking tray on the top shelf to heat up.""},{""method"":""STEP 3""},{""method"":""Place the ramekins on the hot baking tray and bake for 18 mins. Remove from the oven and leave to stand for a minute, then serve with a dollop of cream, if you like.""}]"
"1614353836-5877","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Raspberry bakewell cake","https://www.bbcgoodfood.com/recipes/raspberry-bakewell-cake","Raspberry bakewell cake","",""
"1614354157-5986","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/baking-recipes/3","Irish soda bread","https://www.bbcgoodfood.com/recipes/irish-soda-bread","","[{""ingredients"":""250g plain white flour""},{""ingredients"":""250g plain wholemeal flour""},{""ingredients"":""100g porridge oats""},{""ingredients"":""1 tsp bicarbonate of soda""},{""ingredients"":""1 tsp salt""},{""ingredients"":""25g butter, cut in pieces""},{""ingredients"":""500ml buttermilk""}]","[{""method"":""STEP 1""},{""method"":""Preheat the oven to 200C/gas 6/fan 180C and dust a baking sheet with flour. Mix the dry ingredients in a large bowl, then rub in the butter. Pour in the buttermilk and mix it in quickly with a table knife, then bring the dough together very lightly with your fingertips (handle it very, very gently). Now shape it into a flat, round loaf measuring 20cm/8in in diameter.""},{""method"":""STEP 2""},{""method"":""Put the loaf on the baking sheet and score a deep cross in the top. (Traditionally, this lets the fairies out, but it also helps the bread to cook through.) Bake for 30-35 minutes until the bottom of the loaf sounds hollow when tapped. If it isn’t ready after this time, turn it upside down on the baking sheet and bake for a few minutes more.""},{""method"":""STEP 3""},{""method"":""Transfer to a wire rack, cover with a clean tea towel (this keeps the crust nice and soft) and leave to cool. To serve, break into quarters, then break or cut each quarter in half to make 8 wedges or slices – or simply slice across. Eat very fresh.""}]"
"1614353983-5920","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Vintage chocolate chip cookies","https://www.bbcgoodfood.com/recipes/vintage-chocolate-chip-cookies","","[{""ingredients"":""150g salted butter, softened""},{""ingredients"":""80g light brown muscovado sugar""},{""ingredients"":""80g granulated sugar""},{""ingredients"":""2 tsp vanilla extract""},{""ingredients"":""1 large egg""},{""ingredients"":""225g plain flour""},{""ingredients"":""½ tsp bicarbonate of soda""},{""ingredients"":""¼ tsp salt""},{""ingredients"":""200g plain chocolate chips or chunks""}]","[{""method"":""STEP 1""},{""method"":""Heat the oven to 190C/fan170C/gas 5 and line two baking sheets with non-stick baking paper.""},{""method"":""STEP 2""},{""method"":""Put 150g softened salted butter, 80g light brown muscovado sugar and 80g granulated sugar into a bowl and beat until creamy.""},{""method"":""STEP 3""},{""method"":""Beat in 2 tsp vanilla extract and 1 large egg.""},{""method"":""STEP 4""},{""method"":""Sift 225g plain flour, ½ tsp bicarbonate of soda and ¼ tsp salt into the bowl and mix it in with a wooden spoon.""},{""method"":""STEP 5""},{""method"":""Add 200g plain chocolate chips or chunks and stir well.""},{""method"":""STEP 6""},{""method"":""Use a teaspoon to make small scoops of the mixture, spacing them well apart on the baking trays. This mixture should make about 30 cookies.""},{""method"":""STEP 7""},{""method"":""Bake for 8–10 mins until they are light brown on the edges and still slightly soft in the centre if you press them.""},{""method"":""STEP 8""},{""method"":""Leave on the tray for a couple of mins to set and then lift onto a cooling rack.""}]"
"1614354267-6026","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/baking-recipes/2","Salted caramel brownies","https://www.bbcgoodfood.com/recipes/salted-caramel-brownies","","[{""ingredients"":""200g unsalted butter, plus a little extra for greasing""},{""ingredients"":""100g chocolate, 70% cocoa solids""},{""ingredients"":""100g chocolate, 50% cocoa solids""},{""ingredients"":""397g can Carnation caramel""},{""ingredients"":""1 tsp flaky sea salt, plus a little extra for the top""},{""ingredients"":""200g golden caster sugar""},{""ingredients"":""4 medium eggs, at room temperature""},{""ingredients"":""130g plain flour""},{""ingredients"":""50g cocoa powder""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 180C/160C fan/gas 4.""},{""method"":""STEP 2""},{""method"":""Grease then line a 23cm square traybake tin with baking parchment.""},{""method"":""STEP 3""},{""method"":""Melt 200g unsalted butter in a medium pan, break in 100g chocolate (70% cocoa solids) and 100g chocolate (50% cocoa solids), then remove the pan from the heat and wait for the cubes to melt.""},{""method"":""STEP 4""},{""method"":""In a small bowl, mix 175g Carnation caramel from a 397g can with 1 tsp sea salt – it will loosen up.""},{""method"":""STEP 5""},{""method"":""Put the rest of the caramel in a large bowl with 200g golden caster sugar and 4 medium eggs, and beat with an electric hand mixer or balloon whisk until even. Whisk in the chocolate and butter.""},{""method"":""STEP 6""},{""method"":""In another bowl, combine 130g plain flour, 50g cocoa powder and a good pinch of table salt, then sift this on top of the chocolate mix. Beat briefly until smooth.""},{""method"":""STEP 7""},{""method"":""Pour half the brownie batter into the tin and level it with a spatula.""},{""method"":""STEP 8""},{""method"":""Using a teaspoon, spoon half of the salted caramel on top of the batter layer in 5 thick, evenly spaced stripes.""},{""method"":""STEP 9""},{""method"":""Spoon the rest of the brownie batter on top and smooth it out, trying not to disturb the caramel beneath. Top with the rest of the caramel in the same stripy fashion. Drag a skewer or tip of a knife through the caramel to make a feathered pattern on the top.""},{""method"":""STEP 10""},{""method"":""Scatter with a little more sea salt, then bake for 25-30 mins or until risen all the way to the middle with a firm crust on top. When ready, the brownie will jiggle just a little when you shake the tin.""},{""method"":""STEP 11""},{""method"":""Let it cool completely in the tin, then cut into squares.""}]"
"1614353904-5892","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Doughnut muffins","https://www.bbcgoodfood.com/recipes/doughnut-muffins","","[{""ingredients"":""140g golden caster sugar , plus 200g extra for dusting""},{""ingredients"":""200g plain flour""},{""ingredients"":""1 tsp bicarbonate of soda""},{""ingredients"":""100ml natural yogurt""},{""ingredients"":""2 large eggs , beaten""},{""ingredients"":""1 tsp vanilla extract""},{""ingredients"":""140g butter , melted, plus extra for greasing""},{""ingredients"":""12 tsp seedless raspberry jam""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 190C/170C fan/gas 5. Lightly grease a 12-hole muffin tin (or use a silicone one). Put 140g sugar, flour and bicarb in a bowl and mix to combine. In a jug, whisk together the yogurt, eggs and vanilla. Tip the jug contents and melted butter into the dry ingredients and quickly fold with a metal spoon to combine.""},{""method"":""STEP 2""},{""method"":""Divide two-thirds of the mixture between the muffin holes. Carefully add 1 tsp jam into the centre of each, then cover with the remaining mixture. Bake for 16-18 mins until risen, golden and springy to touch.""},{""method"":""STEP 3""},{""method"":""Leave the muffins to cool for 5 mins before lifting out of the tin and rolling in the extra sugar.""}]"
"1614353926-5898","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Classic Victoria sandwich recipe","https://www.bbcgoodfood.com/recipes/classic-victoria-sandwich-recipe","","[{""ingredients"":""200g caster sugar""},{""ingredients"":""200g softened butter""},{""ingredients"":""4 eggs, beaten""},{""ingredients"":""200g self-raising flour""},{""ingredients"":""1 tsp  baking powder""},{""ingredients"":""2 tbsp milk""},{""ingredients"":""100g butter, softened""},{""ingredients"":""140g icing sugar, sifted""},{""ingredients"":""drop vanilla extract (optional)""},{""ingredients"":""half a 340g jar good-quality strawberry jam""},{""ingredients"":""icing sugar, to decorate""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 190C/fan 170C/gas 5. Butter two 20cm sandwich tins and line with non-stick baking paper.""},{""method"":""STEP 2""},{""method"":""In a large bowl, beat 200g caster sugar, 200g softened butter, 4 beaten eggs, 200g self-raising flour, 1 tsp baking powder and 2 tbsp milk together until you have a smooth, soft batter.""},{""method"":""STEP 3""},{""method"":""Divide the mixture between the tins, smooth the surface with a spatula or the back of a spoon.""},{""method"":""STEP 4""},{""method"":""Bake for about 20 mins until golden and the cake springs back when pressed.""},{""method"":""STEP 5""},{""method"":""Turn onto a cooling rack and leave to cool completely.""},{""method"":""STEP 6""},{""method"":""To make the filling, beat the 100g softened butter until smooth and creamy, then gradually beat in 140g sifted icing sugar and a drop of vanilla extract (if you’re using it).""},{""method"":""STEP 7""},{""method"":""Spread the buttercream over the bottom of one of the sponges. Top it with 170g strawberry jam and sandwich the second sponge on top.""},{""method"":""STEP 8""},{""method"":""Dust with a little icing sugar before serving. Keep in an airtight container and eat within 2 days.""}]"
"1614353936-5902","https://www.bbcgoodfood.com/recipes/collection/baking-recipes","","","Chocolate & raspberry birthday layer cake","https://www.bbcgoodfood.com/recipes/chocolate-raspberry-birthday-layer-cake","","[{""ingredients"":""225ml sunflower oil , plus extra for the tins""},{""ingredients"":""250g caster sugar""},{""ingredients"":""3 large eggs""},{""ingredients"":""225ml milk""},{""ingredients"":""250g self-raising flour""},{""ingredients"":""4 tbsp cocoa""},{""ingredients"":""1½ tsp bicarbonate of soda""},{""ingredients"":""150g raspberry jam""},{""ingredients"":""100g frozen raspberries , defrosted""},{""ingredients"":""300ml double cream""},{""ingredients"":""2 tbsp icing sugar""}]","[{""method"":""STEP 1""},{""method"":""Heat the oven to 180C/160C fan/gas 4. Oil and line two round 20cm springform cake tins with baking parchment. Whisk the oil, sugar, eggs and milk in a bowl until smooth. Sieve the flour, cocoa and bicarb into another large bowl, then gradually mix in the wet ingredients.""},{""method"":""STEP 2""},{""method"":""Divide the mixture between the tins and bake for 35-40 mins until the cakes are risen and spring back when pressed. Leave to cool in the tins for 10 mins, then transfer to a wire rack to cool completely.""},{""method"":""STEP 3""},{""method"":""For the raspberry layer, stir the jam and the defrosted raspberries together. Once the cakes are cool, whip the cream with the sugar to soft peaks, then gently fold half the raspberry mixture through the cream to create a ripple effect.""},{""method"":""STEP 4""},{""method"":""Spoon most of the reserved raspberry mixture over one of the cakes, then dollop on half of the cream. Smooth over with a palette knife, then place the other sponge on top. Swirl over the remaining cream and swirl the last of the raspberry mixture through it. Will keep in the fridge for two days.""}]"
