web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614356780-6576","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Raspberry cordial","https://www.bbcgoodfood.com/recipes/raspberry-cordial","","[{""ingredients"":""500g raspberry""},{""ingredients"":""500g caster sugar""},{""ingredients"":""3 tbsp red wine vinegar""}]","[{""method"":""STEP 1""},{""method"":""Put the raspberries in a pan with the sugar and vinegar. Mash over a low heat for 10 mins until smooth and syrupy. Rub through a sieve into a clean pan.""},{""method"":""STEP 2""},{""method"":""Tip the seeds from the sieve into a bowl and stir in 300ml water, then sieve again to remove the last of the pulp from seeds. Pour the liquid into the pan with the sieved pulp, stir well and boil for 1 min. Pour into small sterilised bottles and seal. The cordial will keep unopened for a few months. Once opened, store in the fridge.""}]"
"1614356832-6595","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Alcohol-free passion fruit martini","https://www.bbcgoodfood.com/recipes/alcohol-free-passion-fruit-martini","Alcohol-free passion fruit martini","",""
"1614356853-6603","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Summer cup mocktail","https://www.bbcgoodfood.com/recipes/summer-cup-mocktail","Summer cup mocktail","",""
"1614356954-6644","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes/2","Blueberry & mint iced tea","https://www.bbcgoodfood.com/recipes/blueberry-mint-iced-tea","","[{""ingredients"":""5 peppermint tea bags""},{""ingredients"":""140g blueberries""},{""ingredients"":""2 tbsp golden caster sugar""},{""ingredients"":""large handful ice""},{""ingredients"":""handful mint leaves""},{""ingredients"":""a few lemon slices""}]","[{""method"":""STEP 1""},{""method"":""Boil the kettle and put the tea bags in a jug. Pour over 500ml boiling water and leave to steep for 5 mins. Meanwhile, put 100g blueberries in a jug, add the sugar and lightly crush with the end of a rolling pin or a potato masher. Remove the tea bags from the water, pour the tea over the blueberries and top up with another 300ml cold water. Add a large handful of ice to cool quickly, or chill until cold.""},{""method"":""STEP 2""},{""method"":""When you’re ready to pack your picnic, pour the iced tea into bottles or flasks. Add a few sprigs of fresh mint, some lemon slices and the remaining blueberries. Seal and store in a cooler bag.""}]"
"1614356804-6586","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Peach iced tea","https://www.bbcgoodfood.com/recipes/peach-iced-tea","","[{""ingredients"":""200g granulated sugar""},{""ingredients"":""5 ripe peaches , 4 stoned and chopped, 1 sliced to serve""},{""ingredients"":""4 teabags""}]","[{""method"":""STEP 1""},{""method"":""Tip the sugar into a pan with 250ml water. Bring to the boil slowly, ensuring the sugar is fully dissolved. Add the chopped peaches and cook until very soft. Remove from the heat, mash the peaches with a fork, and leave to infuse for 1 hr.""},{""method"":""STEP 2""},{""method"":""Sieve the syrup through a fine sieve into a jug, mashing the fruit to release all the liquid. The syrup will keep in the fridge for one week.""},{""method"":""STEP 3""},{""method"":""Put the teabags in a large heatproof jug and pour over 2 litres boiling water. Leave to steep for 4 mins, then carefully remove the teabags. Leave to cool, then transfer to the fridge until chilled.""},{""method"":""STEP 4""},{""method"":""Stir the peach syrup into the iced tea with some ice, or pour a little of the syrup into tall glasses and add the tea. Top up with more water, sparkling water or ice. Add peach slices to serve.""}]"
"1614356946-6639","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes/2","Raspberry lemonade slushies","https://www.bbcgoodfood.com/recipes/raspberry-lemonade-slushies","Raspberry lemonade slushies","",""
"1614356838-6597","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Negroni mocktail","https://www.bbcgoodfood.com/recipes/negroni-mocktail","Negroni mocktail","",""
"1614356877-6611","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Rhubarb cordial","https://www.bbcgoodfood.com/recipes/rhubarb-cordial","Rhubarb cordial","",""
"1614356790-6580","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Drivers’ punch","https://www.bbcgoodfood.com/recipes/drivers-punch","","[{""ingredients"":""100g cranberry""},{""ingredients"":""100ml/3½fl oz cranberry juice""},{""ingredients"":""500ml blood  orange juice (Sanguinello)""},{""ingredients"":""juice of 1 lime""},{""ingredients"":""thin wedges of lime""},{""ingredients"":""thin wedges of orange""},{""ingredients"":""mint  sprigs""},{""ingredients"":""600ml Appletise, sparkling  apple juice  drink""}]","[{""method"":""STEP 1""},{""method"":""Put the cranberries into a medium size, rigid freezer container, cover with water (by about 2.5cm), freeze until solid.""},{""method"":""STEP 2""},{""method"":""Mix the cranberry juice in a large jug (about 1.5 litre) with the orange and lime juices.""},{""method"":""STEP 3""},{""method"":""To serve, smash the sheet of frozen cranberries into shards and put in the bottom of eight highball glasses. Put a wedge of lime and orange and a mint sprig in each glass, then pour in the mixed fruit juices and top up with Appletise.""}]"
"1614356826-6594","https://www.bbcgoodfood.com/recipes/collection/non-alcoholic-cocktail-recipes","","","Pear & rose punch","https://www.bbcgoodfood.com/recipes/pear-apple-rose-punch","","[{""ingredients"":""1l pear juice""},{""ingredients"":""1 vanilla pod""},{""ingredients"":""1 tbsp golden caster sugar""},{""ingredients"":""4 cardamom pods""},{""ingredients"":""few slices root ginger""},{""ingredients"":""25ml raw apple cider vinegar""},{""ingredients"":""½ tsp rosewater""},{""ingredients"":""250ml sparkling water""},{""ingredients"":""ice""},{""ingredients"":""rosemary sprigs""},{""ingredients"":""thyme , leaves picked""},{""ingredients"":""sliced red pear""},{""ingredients"":""handful frozen redcurrants""}]","[{""method"":""STEP 1""},{""method"":""Pour the pear juice into a large pan. Add the vanilla pod, golden caster sugar, cardamom pods and root ginger, then bring to a simmer. Leave to cool completely, then strain into a punch bowl or jug.""},{""method"":""STEP 2""},{""method"":""Add the raw apple cider vinegar, rosewater and sparkling water. Garnish with rosemary sprigs, thyme, sliced red pear and a handful of frozen redcurrants. Add ice and serve.""}]"
