web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614352170-5456","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes/3","Chicken & mushroom hot-pot","https://www.bbcgoodfood.com/recipes/chicken-mushroom-hot-pot","","[{""ingredients"":""50g butter or margarine, plus extra for greasing""},{""ingredients"":""1 onion, chopped""},{""ingredients"":""100g button mushrooms, sliced""},{""ingredients"":""40g plain flour""},{""ingredients"":""1 chicken stock cube or 500ml fresh chicken stock""},{""ingredients"":""pinch of nutmeg""},{""ingredients"":""pinch of mustard powder""},{""ingredients"":""250g cooked chicken, chopped""},{""ingredients"":""2 handfuls of a mixed pack of sweetcorn, peas, broccoli and carrots, or pick your favourites""},{""ingredients"":""2 large potatoes, sliced into rounds""},{""ingredients"":""knob of butter, melted""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 200C/180C fan/gas 6. Put the butter in a medium-size saucepan and place over a medium heat. Add the onion and leave to cook for 5 mins, stirring occasionally. Add the mushrooms to the saucepan with the onions.""},{""method"":""STEP 2""},{""method"":""Once the onion and mushrooms are almost cooked, stir in the flour – this will make a thick paste called a roux. If you are using a stock cube, crumble the cube into the roux now and stir well. Put the roux over a low heat and stir continuously for 2 mins – this will cook the flour and stop the sauce from having a floury taste.""},{""method"":""STEP 3""},{""method"":""Take the roux off the heat. Slowly add the fresh stock, if using, or pour in 500ml water if you’ve used a stock cube, stirring all the time. Once all the liquid has been added, season with pepper, a pinch of nutmeg and mustard powder. Put the saucepan back onto a medium heat and slowly bring it to the boil, stirring all the time. Once the sauce has thickened, place on a very low heat. Add the cooked chicken and vegetables to the sauce and stir well. Grease a medium-size ovenproof pie dish with a little butter and pour in the chicken and mushroom filling.""},{""method"":""STEP 4""},{""method"":""Carefully lay the potatoes on top of the hot-pot filling, overlapping them slightly, almost like a pie top.""},{""method"":""STEP 5""},{""method"":""Brush the potatoes with a little melted butter and cook in the oven for about 35 mins. The hot-pot is ready once the potatoes are cooked and golden brown.""}]"
"1614351989-5390","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Pasta with salmon & peas","https://www.bbcgoodfood.com/recipes/pasta-salmon-peas","","[{""ingredients"":""240g wholewheat fusilli""},{""ingredients"":""knob of butter""},{""ingredients"":""1 large shallot, finely chopped""},{""ingredients"":""140g frozen peas""},{""ingredients"":""2 skinless salmon fillets, cut into chunks""},{""ingredients"":""140g low-fat crème fraîche""},{""ingredients"":""½ low-salt vegetable stock cube""},{""ingredients"":""small bunch of chives, snipped""}]","[{""method"":""STEP 1""},{""method"":""Bring a pan of water to the boil and cook the fusilli according to the pack instructions.""},{""method"":""STEP 2""},{""method"":""Meanwhile, heat a knob of butter in a saucepan, then add the shallot and cook for 5 mins or until softened.""},{""method"":""STEP 3""},{""method"":""Add the peas, salmon, crème fraîche and 50ml water. Crumble in the stock cube.""},{""method"":""STEP 4""},{""method"":""Cook for 3-4 mins until cooked through, stir in the chives and some black pepper. Then stir through to coat the pasta. Serve in bowls.""}]"
"1614351908-5357","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Creamy chicken stew","https://www.bbcgoodfood.com/recipes/creamy-chicken-stew","Creamy chicken stew","",""
"1614351922-5363","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Teriyaki salmon & green beans","https://www.bbcgoodfood.com/recipes/teriyaki-salmon-green-beans","Teriyaki salmon & green beans","",""
"1614352095-5426","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes/3","Quick sausage bolognese","https://www.bbcgoodfood.com/recipes/quick-sausage-bolognese","","[{""ingredients"":""6 good-quality sausages , skins removed""},{""ingredients"":""1 tsp fennel seed""},{""ingredients"":""250g pack mushroom , sliced""},{""ingredients"":""150ml red wine  (optional)""},{""ingredients"":""660g jar tomato pasta sauce  (we used Loyd Grossman’s tomato & chilli)""},{""ingredients"":""300g penne""},{""ingredients"":""grated or shaved parmesan , to serve""}]","[{""method"":""STEP 1""},{""method"":""Heat a large, wide frying pan, then crumble in the sausage meat and fennel seeds (there’s no need to add any oil). Fry for a few mins until golden and the fat is released, stirring well to break up the meat. Add the mushrooms and fry for a few mins until beginning to soften. Stir in the wine now, if using, bubble for 1 min, then add the tomato sauce and heat through until bubbling.""},{""method"":""STEP 2""},{""method"":""Meanwhile, boil the penne. When ready, drain and tip into the sauce. Mix well until completely coated, then divide between four plates, finishing with a little parmesan.""}]"
"1614352057-5413","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes/4","Cauliflower cheese","https://www.bbcgoodfood.com/recipes/cauliflower-cheese-0","Cauliflower cheese","",""
"1614352134-5442","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes/3","Turkey burgers with sweet potato chips","https://www.bbcgoodfood.com/recipes/turkey-burgers-sweet-potato-chips","","[{""ingredients"":""500g turkey thigh mince""},{""ingredients"":""2 spring onions , finely chopped""},{""ingredients"":""85g cheddar , grated""},{""ingredients"":""1kg sweet potato , peeled and cut into chips""},{""ingredients"":""3 tbsp olive oil""},{""ingredients"":""4 soft wholemeal rolls""},{""ingredients"":""¼ x  cucumber (or 1 small Lebanese cucumber), thinly sliced""},{""ingredients"":""tomato ketchup""},{""ingredients"":""salad , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 200C/180C fan/gas 6. Put the turkey mince in a large bowl, with the spring onions, cheddar and some seasoning. Mix well, then shape into 4 even-sized burgers. Chill for 15 mins.""},{""method"":""STEP 2""},{""method"":""Put the sweet potato chips on a large non-stick baking tray, and toss in 2 tbsp of the oil and some salt. Cook in the oven for 30 mins, turning halfway through.""},{""method"":""STEP 3""},{""method"":""Heat the remaining oil in a large frying pan over a medium heat and cook the burgers for 10 mins until golden. Turn over and repeat for the other side until they are cooked through. Split the rolls, place a burger into each with some sliced cucumber and a dollop of ketchup, and serve alongside the sweet potato chips and salad, if you like.""}]"
"1614351969-5382","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Meatball & garlic bread traybake","https://www.bbcgoodfood.com/recipes/meatball-garlic-bread-traybake","","[{""ingredients"":""350g turkey thigh mince""},{""ingredients"":""1 tsp dried oregano""},{""ingredients"":""1 tsp fennel seeds""},{""ingredients"":""1½ tbsp  olive oil""},{""ingredients"":""1 large  onion,  chopped""},{""ingredients"":""3 garlic cloves,  crushed""},{""ingredients"":""1 tbsp tomato purée""},{""ingredients"":""2 x 400g cans chopped  tomatoes""},{""ingredients"":""2 tsp sugar""},{""ingredients"":""150g ball  mozzarella,  torn into pieces""},{""ingredients"":""4 garlic breadsticks or garlic bread slices, torn or chopped into chunks""},{""ingredients"":""25g cheddar,  grated""},{""ingredients"":""green salad or spaghetti, to serve""}]","[{""method"":""STEP 1""},{""method"":""Combine the mince, oregano, fennel seeds and some seasoning in a bowl. Take walnut-sized pieces of the mixture and roll into balls. Heat half the oil in a large, shallow ovenproof pan and cook the meatballs until browned all over – don’t worry if they’re not cooked through. Transfer to a plate. Heat the oven to 200C/180C fan/gas 6.""},{""method"":""STEP 2""},{""method"":""Heat the remaining oil in the pan and add the onion. Cook until softened, about 10-12 mins, stirring regularly. Stir in the garlic for another minute, then the tomato purée, chopped tomatoes and sugar.""},{""method"":""STEP 3""},{""method"":""Simmer for 10-15 mins, then season to taste. Place the meatballs on top of the sauce, then add the mozzarella, garlic bread and the cheddar on top. Bake for 15-20 mins until golden and crisp.""}]"
"1614351886-5349","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Nutty chicken & lemon spaghetti","https://www.bbcgoodfood.com/recipes/nutty-chicken-lemon-spaghetti","Nutty chicken & lemon spaghetti","",""
"1614351886-5350","https://www.bbcgoodfood.com/recipes/collection/family-meal-recipes","","","Nutty chicken & lemon spaghetti","https://www.bbcgoodfood.com/recipes/nutty-chicken-lemon-spaghetti","","[{""ingredients"":""4 small boneless and skinless chicken thighs""},{""ingredients"":""2 tbsp olive oil""},{""ingredients"":""80g stale white bread , torn into small pieces""},{""ingredients"":""140ml whole milk""},{""ingredients"":""100g walnuts""},{""ingredients"":""1 large garlic clove""},{""ingredients"":""½ lemon , zested and juiced""},{""ingredients"":""300g spaghetti""},{""ingredients"":""1⁄2 small bunch of parsley , finely chopped""},{""ingredients"":""grated parmesan , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat the grill to medium. Put the chicken on a baking tray, drizzle with ½ tbsp oil and season. Grill for 8-10 mins on each side or until cooked through. Shred the meat with two forks.""},{""method"":""STEP 2""},{""method"":""Meanwhile, soak the bread in the milk for 5 mins, then tip into a food processor with the walnuts, remaining oil, garlic, lemon zest and juice. Pulse to a smooth creamy texture. Season.""},{""method"":""STEP 3""},{""method"":""Bring a large pan of salted water to the boil. Add the spaghetti and cook according to pack instructions.""},{""method"":""STEP 4""},{""method"":""Drain the spaghetti, reserving a mugful of cooking water (about 200ml). Return the spaghetti to the pan and toss with the walnut sauce, shredded chicken, most of the pasta water and the parsley. Toss to coat, and add a little more pasta water to loosen, if you need to. Check for seasoning and serve in bowls topped with the parmesan.""}]"
