web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614352968-5702","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Jerk prawn & coconut rice bowls","https://www.bbcgoodfood.com/recipes/jerk-prawn-coconut-rice-bowls","","[{""ingredients"":""150g pack raw peeled king prawns""},{""ingredients"":""1 ½ tbsp jerk seasoning""},{""ingredients"":""400g can kidney beans in chilli sauce""},{""ingredients"":""250g ready-cooked pouch coconut rice""}]","[{""method"":""STEP 1""},{""method"":""Heat 1 tbsp flavourless oil in a large frying pan. Add the prawns and the jerk seasoning, and cook for 1-2 mins. Drain the beans, reserving 3 tbsp of the chilli sauce.""},{""method"":""STEP 2""},{""method"":""Add the beans to the pan along with the reserved sauce and the coconut rice. Fry for 3-4 mins, then season with salt to taste and spoon into two bowls to serve.""}]"
"1614353015-5717","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Miso mushroom & tofu noodle soup","https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup","Miso mushroom & tofu noodle soup","",""
"1614352992-5712","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Red pepper linguine","https://www.bbcgoodfood.com/recipes/red-pepper-linguine","","[{""ingredients"":""1 roasted red pepper (from a jar or roast one yourself)""},{""ingredients"":""30ml olive oil""},{""ingredients"":""50g walnuts , toasted, plus extra to serve""},{""ingredients"":""1 small garlic clove""},{""ingredients"":""100g linguine or spaghetti""},{""ingredients"":""parmesan or vegetarian alternative, grated, to serve""}]","[{""method"":""STEP 1""},{""method"":""Blitz the roasted red pepper with the olive oil, walnuts and garlic in a food processor, season well and set aside.""},{""method"":""STEP 2""},{""method"":""Bring a pan of salted water to the boil, add the pasta and cook for 1 min less than the pack instructions and drain, reserving a ladleful of cooking water. Tip the pasta back into the pan, along with the reserved cooking water and red pepper sauce, and return to the heat to warm through. Tip the pasta into a bowl and top with the parmesan and some chopped toasted walnuts. Season and serve.""}]"
"1614353183-5777","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Cheesy leeks & ham","https://www.bbcgoodfood.com/recipes/cheesy-leeks-ham","Cheesy leeks & ham","",""
"1614353130-5753","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Sizzled sausage pasta","https://www.bbcgoodfood.com/recipes/sizzled-sausage-pasta","Sizzled sausage pasta","",""
"1614353197-5783","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Easy risotto with bacon & peas","https://www.bbcgoodfood.com/recipes/easy-risotto-bacon-peas","Easy risotto with bacon & peas","",""
"1614353201-5786","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Slow-cooked lamb with onions & thyme","https://www.bbcgoodfood.com/recipes/slow-cooked-lamb-onions-thyme","","[{""ingredients"":""half a leg of lamb (about 1.25kg/2lb 12oz)""},{""ingredients"":""1kg onion (about 4 large ones)""},{""ingredients"":""handful of thyme sprigs""},{""ingredients"":""300ml red wine""},{""ingredients"":""large handful parsley""}]","[{""method"":""STEP 1""},{""method"":""Firstly, prepare the lamb. Heat oven to 160C/fan140C/gas 3. Wipe the meat all over and season well. Heat 3 tbsp of olive oil in a large heavy flameproof casserole, add the meat and fry all over on a fairly high heat for about 8 mins, turning until it is evenly well browned. Remove to a plate.""},{""method"":""STEP 2""},{""method"":""Thinly slice the onions. Add to the pan and fry for about 10 mins, until softened and tinged with brown. Add a few of the thyme sprigs and cook for a further minute or so. Season with salt and pepper.""},{""method"":""STEP 3""},{""method"":""Sit the lamb on top of the onions, then add the wine. Cover tightly. Bake for 3 hrs. You can make to this stage up to 2 days in advance, then reheat for 45 mins.""},{""method"":""STEP 4""},{""method"":""To finish off, strip the leaves from 2 thyme sprigs and chop them with the parsley. Scatter over before serving.""}]"
"1614353039-5726","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Caramelised banana & chocolate galette","https://www.bbcgoodfood.com/recipes/caramelised-banana-chocolate-galette","","[{""ingredients"":""70g hazelnuts , roughly chopped""},{""ingredients"":""150g dark chocolate , finely chopped""},{""ingredients"":""500g block shop-bought puff pastry""},{""ingredients"":""3 bananas , sliced""},{""ingredients"":""3 tbsp light brown soft sugar""},{""ingredients"":""vanilla ice cream , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat the oven to 200C/180C fan/gas 6. Blitz 50g of the hazelnuts in a small food processor until they resemble fine breadcrumbs, then tip into a bowl with the chocolate.""},{""method"":""STEP 2""},{""method"":""Roll the pastry out to a round roughly 30cm in diameter on a sheet of baking parchment. Scatter the chocolate and hazelnut mixture over the pastry circle, leaving a 5cm border. Top with the bananas and most of the remaining hazelnuts, then fold the edges of the pastry over. Transfer the galette to a baking sheet along with the baking parchment, then chill in the fridge for at least 10 mins.""},{""method"":""STEP 3""},{""method"":""Remove from the fridge and sprinkle the sugar over the galette, then bake for 25-30 mins, or until golden and puffed up. Scatter over the remaining hazelnuts and serve with a scoop of vanilla ice cream, if you like.""}]"
"1614353166-5769","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Summer traybake chicken","https://www.bbcgoodfood.com/recipes/summer-traybake-chicken","Summer traybake chicken","",""
"1614352992-5711","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Red pepper linguine","https://www.bbcgoodfood.com/recipes/red-pepper-linguine","Red pepper linguine","",""
"1614353158-5766","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Sausages with quick onion gravy & sweet potato chips","https://www.bbcgoodfood.com/recipes/sausages-quick-onion-gravy-sweet-potato-chips","","[{""ingredients"":""2large orange  sweet potatoes about 800g/1¾lb total weight""},{""ingredients"":""3 tbsp vegetable oil""},{""ingredients"":""8 plump  sausages""},{""ingredients"":""365g jar onion  marmalade""}]","[{""method"":""STEP 1""},{""method"":""Preheat the oven to 200C/gas 6/fan 180C. Cut the sweet potatoes into wedges and put them in a large roasting tin. Drizzle over 2 tablespoons of the oil and toss the wedges to coat. Roast for 40-45 minutes until cooked through and crisp.""},{""method"":""STEP 2""},{""method"":""Halfway through the cooking time, heat the remaining oil in a frying pan. Add the sausages and cook for 20 minutes, turning regularly until cooked through.""},{""method"":""STEP 3""},{""method"":""Drain off any fat and add the onion marmalade, with about 100ml/31⁄2fl oz water. Stir well then heat through.""},{""method"":""STEP 4""},{""method"":""Sprinkle the chips with a little salt and serve with the sausages and gravy.""}]"
"1614353021-5719","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Chorizo & pea risotto","https://www.bbcgoodfood.com/recipes/chorizo-pea-risotto","Chorizo & pea risotto","",""
"1614352982-5707","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Prawn & leek frittata","https://www.bbcgoodfood.com/recipes/prawn-leek-frittata","Prawn & leek frittata","",""
"1614353082-5740","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Smoked mackerel & leek hash with horseradish","https://www.bbcgoodfood.com/recipes/smoked-mackerel-leek-hash-horseradish","","[{""ingredients"":""250g new potatoes , halved""},{""ingredients"":""2 tbsp oil""},{""ingredients"":""2 large leeks , thinly sliced""},{""ingredients"":""4 eggs""},{""ingredients"":""100g peppered smoked mackerel , skin removed""},{""ingredients"":""2 tbsp creamed horseradish""}]","[{""method"":""STEP 1""},{""method"":""Put the potatoes in a microwaveable bowl with a splash of water, cover, then cook on high for 5 mins until tender (or steam or simmer them).""},{""method"":""STEP 2""},{""method"":""Meanwhile, heat the oil in a frying pan over a medium heat, add the leeks with a pinch of salt and cook for 10 mins, stirring so they don’t stick, until softened. Tip in the potatoes, turn up the heat and fry for a couple of mins to crisp them up a bit. Flake through the mackerel.""},{""method"":""STEP 3""},{""method"":""Make four indents in the leek mixture in the pan, crack an egg into each, season, then cover the pan and cook for 6-8 mins until the whites have set and the yolks are runny. Serve the horseradish on the side, with the pan in the middle of the table.""}]"
"1614353124-5752","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Squash & coconut curry","https://www.bbcgoodfood.com/recipes/squash-coconut-curry","","[{""ingredients"":""2 tbsp Madras curry paste""},{""ingredients"":""1 large butternut squash  (600g/1lb 5oz peeled weight), chopped into medium size chunks""},{""ingredients"":""1 red pepper , halved, deseeded and roughly chopped into chunks""},{""ingredients"":""400g can reduced-fat coconut milk""},{""ingredients"":""small bunch  coriander , roughly chopped""}]","[{""method"":""STEP 1""},{""method"":""Heat a large frying pan or wok, tip in the curry paste and fry for 1 min. Add the squash and red pepper, then toss well in the paste.""},{""method"":""STEP 2""},{""method"":""Pour in the coconut milk with 200ml water and bring to a simmer. Cook for 15-20 mins or until the butternut squash is very tender and the sauce has thickened. Season to taste, then serve scattered with chopped coriander and naan bread or rice.""}]"
"1614353153-5763","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Warm chicken noodle salad","https://www.bbcgoodfood.com/recipes/warm-chicken-noodle-salad","Warm chicken noodle salad","",""
"1614352973-5703","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Ultimate chorizo ciabatta","https://www.bbcgoodfood.com/recipes/ultimate-chorizo-ciabatta","Ultimate chorizo ciabatta","",""
"1614353001-5714","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Curried cauliflower & lentil soup","https://www.bbcgoodfood.com/recipes/curried-cauliflower-lentil-soup","","[{""ingredients"":""1 cauliflower""},{""ingredients"":""1½ tbsp oil""},{""ingredients"":""2 tsp fennel seeds""},{""ingredients"":""150g red lentils""},{""ingredients"":""3 tbsp curry paste of your choice""},{""ingredients"":""½  lemon , juiced""}]","[{""method"":""STEP 1""},{""method"":""Remove the outer leaves from the cauliflower, cut off the stalk and roughly chop, then cut the head into small florets. Toss a quarter of the florets in 1 tbsp oil and 1 tsp of the fennel seeds, season well, then tip into a roasting tin and set aside.""},{""method"":""STEP 2""},{""method"":""Heat oven to 220C/200C fan/gas 7. Heat ½ tbsp oil in a saucepan over a medium heat and add the remaining fennel seeds, toast for 2 mins, then add the lentils and the remaining cauliflower. Stir in the curry paste, then add 1 litre water and bring to the boil. Simmer for 25 mins until the cauliflower is tender and the lentils are cooked through.""},{""method"":""STEP 3""},{""method"":""Meanwhile, put the roasting tin of cauliflower in the oven and cook for 20 mins until crisp and slightly charred. Tip the soup mixture into a food processor and blitz until smooth, tip back into the pan to warm through, adding the lemon juice and a little water if it’s too thick. Tip into bowls and top with the crispy cauliflower and fennel seeds to serve.""}]"
"1614353001-5713","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Curried cauliflower & lentil soup","https://www.bbcgoodfood.com/recipes/curried-cauliflower-lentil-soup","Curried cauliflower & lentil soup","",""
"1614353075-5737","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","","","Beetroot, hummus & crispy chickpea sub sandwich","https://www.bbcgoodfood.com/recipes/beetroot-hummus-crispy-chickpea-sub-sandwich","Beetroot, hummus & crispy chickpea sub sandwich","",""
"1614353140-5758","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/2","Steak & caramelised onion sandwich","https://www.bbcgoodfood.com/recipes/steak-caramelised-onion-sandwich","","[{""ingredients"":""4 minute steaks  (Sainsbury's Taste the Difference are good) or 2 x 1cm thick sirloin steaks""},{""ingredients"":""1 tbsp  olive oil , plus extra for drizzling""},{""ingredients"":""1 small  ciabatta  loaf""},{""ingredients"":""4 tbsp caramelised onions""},{""ingredients"":""half an 85g bag  watercress""}]","[{""method"":""STEP 1""},{""method"":""Put the grill on. Heat a little oil in a frying pan. Season both sides of the steaks with salt, then fry for 1-2 minutes on each side. Meanwhile, slice the ciabatta in half lengthways and grill the cut sides until golden.""},{""method"":""STEP 2""},{""method"":""Drizzle the toasted ciabatta with olive oil, spread the bottom half with the onions and sit the steaks on top. Cover with the watercress and close the sandwich with the other half of the ciabatta. Cut into four sandwiches and serve two per person. Serve hot.""}]"
"1614353090-5741","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/five-ingredients-or-less-recipes/3","Moroccan lamb","https://www.bbcgoodfood.com/recipes/moroccan-lamb","Moroccan lamb","",""
