web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614354856-6156","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes/2","Broccoli and kale green soup","https://www.bbcgoodfood.com/recipes/alkalising-green-soup","","[{""ingredients"":""500ml stock , made by mixing 1 tbsp bouillon powder and boiling water in a jug""},{""ingredients"":""1 tbsp sunflower oil""},{""ingredients"":""2 garlic cloves , sliced""},{""ingredients"":""thumb-sized piece  ginger , sliced""},{""ingredients"":""½ tsp ground coriander""},{""ingredients"":""3cm/1in piece fresh turmeric root, peeled and grated, or 1/2 tsp ground turmeric""},{""ingredients"":""pinch of pink Himalayan salt""},{""ingredients"":""200g courgettes , roughly sliced""},{""ingredients"":""85g broccoli""},{""ingredients"":""100g kale , chopped""},{""ingredients"":""1 lime , zested and juiced""},{""ingredients"":""small pack parsley , roughly chopped, reserving a few whole leaves to serve""}]","[{""method"":""STEP 1""},{""method"":""Put the oil in a deep pan, add the garlic, ginger, coriander, turmeric and salt, fry on a medium heat for 2 mins, then add 3 tbsp water to give a bit more moisture to the spices.""},{""method"":""STEP 2""},{""method"":""Add the courgettes, making sure you mix well to coat the slices in all the spices, and continue cooking for 3 mins. Add 400ml stock and leave to simmer for 3 mins.""},{""method"":""STEP 3""},{""method"":""Add the broccoli, kale and lime juice with the rest of the stock. Leave to cook again for another 3-4 mins until all the vegetables are soft.""},{""method"":""STEP 4""},{""method"":""Take off the heat and add the chopped parsley. Pour everything into a blender and blend on high speed until smooth. It will be a beautiful green with bits of dark speckled through (which is the kale). Garnish with lime zest and parsley.""}]"
"1614354443-6037","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","","","Carrot & ginger soup","https://www.bbcgoodfood.com/recipes/carrot-ginger-soup","Carrot & ginger soup","",""
"1614354831-6146","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes/2","Tomato soup","https://www.bbcgoodfood.com/recipes/tomato-soup","","[{""ingredients"":""1-1.25kg/2lb 4oz-2lb 12oz ripe  tomatoes""},{""ingredients"":""1 medium onion""},{""ingredients"":""1 small carrot""},{""ingredients"":""1 celery  stick""},{""ingredients"":""2 tbsp olive oil""},{""ingredients"":""2 squirts of tomato purée (about 2 tsp)""},{""ingredients"":""a good pinch of sugar""},{""ingredients"":""2 bay leaves""},{""ingredients"":""1.2 litres/ 2 pints hot vegetable stock (made with boiling water and 4 rounded tsp bouillon powder or 2 stock cubes)""}]","[{""method"":""STEP 1""},{""method"":""Firstly, prepare your vegetables. You need 1-1.25kg/2lb 4oz-2lb 12oz ripe tomatoes. If the tomatoes are on their vines, pull them off. The green stalky bits should come off at the same time, but if they don't, just pull or twist them off afterwards. Throw the vines and green bits away and wash the tomatoes. Now cut each tomato into quarters and slice off any hard cores (they don't soften during cooking and you'd get hard bits in the soup at the end). Peel 1 medium onion and 1 small carrot and chop them into small pieces. Chop 1 celery stick roughly the same size.""},{""method"":""STEP 2""},{""method"":""Spoon 2 tbsp olive oil into a large heavy-based pan and heat it over a low heat. Hold your hand over the pan until you can feel the heat rising from the oil, then tip in the onion, carrot and celery and mix them together with a wooden spoon. Still with the heat low, cook the vegetables until they're soft and faintly coloured. This should take about 10 minutes and you should stir them two or three times so they cook evenly and don’t stick to the bottom of the pan.""},{""method"":""STEP 3""},{""method"":""Holding the tube over the pan, squirt in about 2 tsp of tomato purée, then stir it around so it turns the vegetables red. Shoot the tomatoes in off the chopping board, sprinkle in a good pinch of sugar and grind in a little black pepper. Tear 2 bay leaves into a few pieces and throw them into the pan. Stir to mix everything together, put the lid on the pan and let the tomatoes stew over a low heat for 10 minutes until they shrink down in the pan and their juices flow nicely. From time to time, give the pan a good shake – this will keep everything well mixed.""},{""method"":""STEP 4""},{""method"":""Slowly pour in the 1.2 litres/ 2 pints of hot stock (made with boiling water and 4 rounded tsp bouillon powder or 2 stock cubes), stirring at the same time to mix it with the vegetables. Turn up the heat as high as it will go and wait until everything is bubbling, then turn the heat down to low again and put the lid back on the pan. Cook gently for 25 minutes, stirring a couple of times. At the end of cooking the tomatoes will have broken down and be very slushy looking.""},{""method"":""STEP 5""},{""method"":""Remove the pan from the heat, take the lid off and stand back for a few seconds or so while the steam escapes, then fish out the pieces of bay leaf and throw them away. Ladle the soup into your blender until it’s about three-quarters full, fit the lid on tightly and turn the machine on full. Blitz until the soup’s smooth (stop the machine and lift the lid to check after about 30 seconds), then pour the puréed soup into a large bowl. Repeat with the soup that’s left in the pan. (The soup may now be frozen for up to 3 months. Defrost before reheating.)""},{""method"":""STEP 6""},{""method"":""Pour the puréed soup back into the pan and reheat it over a medium heat for a few minutes, stirring occasionally until you can see bubbles breaking gently on the surface. Taste a spoonful and add a pinch or two of salt if you think the soup needs it, plus more pepper and sugar if you like. If the colour’s not a deep enough red for you, plop in another teaspoon of tomato purée and stir until it dissolves. Ladle into bowls and serve. Or sieve and serve chilled with some cream swirled in. For other serving suggestions, see opposite.""}]"
"1614354475-6050","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","","","Mexican bean soup with guacamole","https://www.bbcgoodfood.com/recipes/mexican-bean-soup-guacamole","","[{""ingredients"":""2 tsp rapeseed oil""},{""ingredients"":""1 large onion, finely chopped""},{""ingredients"":""1 red pepper, cut into chunks""},{""ingredients"":""2 garlic cloves, chopped""},{""ingredients"":""2 tsp mild chilli powder""},{""ingredients"":""1 tsp ground coriander""},{""ingredients"":""1 tsp ground cumin""},{""ingredients"":""400g can chopped tomatoes""},{""ingredients"":""400g can black beans""},{""ingredients"":""1 tsp vegetable bouillon powder""},{""ingredients"":""1 small avocado""},{""ingredients"":""handful chopped coriander""},{""ingredients"":""1 lime, juiced""},{""ingredients"":""½  red chilli, deseeded and finely chopped (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat the oil in a medium pan, add the onion (reserving 1 tbsp to make the guacamole later) and pepper and fry, stirring frequently, for 10 mins. Stir in the garlic and spices, then tip in the tomatoes and beans with their liquid, half a can of water and the bouillon powder. Simmer, covered, for 15 mins.""},{""method"":""STEP 2""},{""method"":""Meanwhile, peel and de-stone the avocado and tip into a bowl, add the remaining onion, coriander and lime juice with a little chilli (if using) and mash well. Ladle the soup into two bowls, top with the guacamole and serve.""}]"
"1614354496-6057","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","","","Healthy mushroom soup","https://www.bbcgoodfood.com/recipes/russian-wild-mushroom-barley-soup","Healthy mushroom soup","",""
"1614354798-6132","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes/2","Creamy fish & mussel soup","https://www.bbcgoodfood.com/recipes/creamy-fish-mussel-soup","","[{""ingredients"":""500g pack mussel  in creamy sauce  (find these in the chilled aisle)""},{""ingredients"":""1l strong, hot fish stock  (we used Knorr Touch of Taste concentrate)""},{""ingredients"":""500g floury potato , cut into sugarcube-size pieces""},{""ingredients"":""200g mixed fish""},{""ingredients"":""small bunch flatleaf parsley""}]","[{""method"":""STEP 1""},{""method"":""Drain the sauce from the mussels into a large saucepan and add the stock. Tip in the potatoes, cover and bring to the boil. Once boiling, take off the lid and simmer for about 12 mins or until the potatoes are very tender.""},{""method"":""STEP 2""},{""method"":""Meanwhile, cut the fish into large chunks and roughly chop the parsley. Stir the fish and mussels into the soup, then bring back to a simmer for about 3 mins or until the fish has changed colour and flakes easily. Stir in most of the parsley, then serve scattered with the rest of the parsley and eat with crusty bread.""}]"
"1614354449-6039","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","","","Cabbage soup","https://www.bbcgoodfood.com/recipes/cabbage-soup","Cabbage soup","",""
"1614354460-6044","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","","","Moroccan harira","https://www.bbcgoodfood.com/recipes/moroccan-haira","","[{""ingredients"":""1-2 tbsp rapeseed oil""},{""ingredients"":""2 large onions , finely chopped""},{""ingredients"":""4 garlic cloves , chopped""},{""ingredients"":""2 tsp turmeric""},{""ingredients"":""2 tsp cumin""},{""ingredients"":""½ tsp cinnamon""},{""ingredients"":""2 red chillies , deseeded and sliced""},{""ingredients"":""500g carton passata""},{""ingredients"":""1.7l reduced-salt vegetable bouillon""},{""ingredients"":""175dried green lentils""},{""ingredients"":""2 carrots , chopped into small pieces""},{""ingredients"":""1 sweet potato , peeled and diced""},{""ingredients"":""5 celery sticks , chopped into small pieces""},{""ingredients"":""⅔ small pack coriander , few sprigs reserved, the rest chopped""},{""ingredients"":""1 lemon , cut into 4 wedges, to serve""}]","[{""method"":""STEP 1""},{""method"":""Heat the oil in a large non-stick sauté pan over a medium heat and fry the onions and garlic until starting to soften. Tip in the spices and chilli, stir briefly, then pour in the passata and stock. Add the lentils, carrots, sweet potato and celery, and bring to the boil.""},{""method"":""STEP 2""},{""method"":""Cover the pan and leave to simmer for 30 mins, then cook uncovered for a further 5-10 mins until the vegetables and lentils are tender. Stir in the chopped coriander and serve in bowls with lemon wedges for squeezing over, and the reserved coriander sprinkled over.""}]"
"1614354812-6138","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes/2","Honeyed carrot soup","https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup","","[{""ingredients"":""2 tbsp butter""},{""ingredients"":""2 small  leeks , sliced""},{""ingredients"":""800g carrots , roughly chopped""},{""ingredients"":""2 tsp  clear  honey""},{""ingredients"":""small pinch dried  chilli flakes  (optional)""},{""ingredients"":""1  bay leaf""},{""ingredients"":""2 ½l vegetable  stock""},{""ingredients"":""soured cream or  yogurt , to serve""}]","[{""method"":""STEP 1""},{""method"":""Melt the butter in a large saucepan over a medium heat. Add the leeks to the pan, then cook for 3 mins until starting to soften. Add the carrots, honey, chilli (if using) and bay leaf, then cook for 2 mins.""},{""method"":""STEP 2""},{""method"":""Pour in the stock, bring to the boil, then simmer for 30 mins. Blend the soup in batches, return to a clean pan, then season to taste. When ready to serve, bring back to a simmer, then ladle into mugs. Add a swirl of soured cream or yogurt and serve with garlic bread or bacon butties.""}]"
"1614354793-6130","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/healthy-soup-recipes/2","Indian chickpea & vegetable soup","https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup","","[{""ingredients"":""1 tbsp vegetable oil""},{""ingredients"":""1 large onion , chopped""},{""ingredients"":""1 tsp finely grated fresh root ginger""},{""ingredients"":""1 garlic clove , chopped""},{""ingredients"":""1 tbsp garam masala""},{""ingredients"":""850ml vegetable stock""},{""ingredients"":""2 large carrots , quartered lengthways and chopped""},{""ingredients"":""400g can chickpea , drained""},{""ingredients"":""100g green bean , chopped""}]","[{""method"":""STEP 1""},{""method"":""Heat the oil in a medium saucepan, then add the onion, ginger and garlic. Fry for 2 mins, then add the garam masala, give it 1 min more, then add the stock and carrots. Simmer for 10 mins, then add the chickpeas. Use a stick blender to whizz the soup a little. Stir in the beans and simmer for 3 mins. Pack into a flask or, if you’ve got a microwave at work, chill and heat up for lunch. Great with naan bread.""}]"
