web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614352708-5618","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/3","Chocolate gingerbread brownie bars with fudgy icing","https://www.bbcgoodfood.com/recipes/chocolate-gingerbread-brownie-bars-fudgy-icing","","[{""ingredients"":""400g dark chocolate , broken into chunks""},{""ingredients"":""25g cocoa powder""},{""ingredients"":""250g golden caster sugar""},{""ingredients"":""250g butter""},{""ingredients"":""1 tbsp ground ginger""},{""ingredients"":""140g ground almond""},{""ingredients"":""6 large eggs , separated""},{""ingredients"":""100g butter , cubed""},{""ingredients"":""50g dark chocolate , use a bar broken into pieces, or chips""},{""ingredients"":""50g cocoa""},{""ingredients"":""200g icing sugar , sifted""},{""ingredients"":""2 tbsp ground ginger""},{""ingredients"":""few chunks crystallised ginger , chopped into small pieces""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 180C/160C fan/gas 4. Grease a 20 x 30cm cake tin, and line the base and sides with baking parchment. Melt the chocolate, cocoa, sugar and butter together in a saucepan over a very low heat. Once the chocolate and butter have melted and sugar dissolved, remove from the heat and stir in the ginger and almonds, followed by the egg yolks, one at a time.""},{""method"":""STEP 2""},{""method"":""Beat the egg whites to stiff peaks. Using a metal spoon, stir a couple of spoonfuls of the egg whites into the chocolate mixture to loosen before very gently folding in the rest.""},{""method"":""STEP 3""},{""method"":""Gently scrape into the tin. Bake for 30-35 mins until the top looks set and the centre doesn’t wobble too much. Sit the cake tin on a wire rack and leave to cool completely.""},{""method"":""STEP 4""},{""method"":""Once cool, make the icing. Put the butter, chocolate, cocoa, icing sugar, ground ginger and 4 tbsp water in a pan. Gently heat, stirring, until you have a smooth icing. Pour over the cake (still in its tin), leave for 1-2 mins to cool slightly, then scatter over the ginger. Cool completely (you can also store in the fridge if you bring out to room temperature about 20 mins before serving) before cutting into bars.""}]"
"1614352508-5548","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","","","One-pot paneer curry pie","https://www.bbcgoodfood.com/recipes/one-pot-paneer-curry-pie","","[{""ingredients"":""2 tbsp vegetable oil""},{""ingredients"":""440g paneer , cut into 2cm cubes""},{""ingredients"":""4 tbsp ghee or butter""},{""ingredients"":""2 large onions , finely sliced""},{""ingredients"":""2 large garlic cloves , crushed""},{""ingredients"":""thumb-sized piece of ginger , finely grated""},{""ingredients"":""½ tsp hot chilli powder""},{""ingredients"":""2 tsp ground cumin""},{""ingredients"":""2 tsp fenugreek seeds""},{""ingredients"":""1½ tbsp garam masala""},{""ingredients"":""2 x 400g cans chopped tomatoes""},{""ingredients"":""1 tbsp caster sugar""},{""ingredients"":""300g potato , peeled and cut into 2cm cubes""},{""ingredients"":""150g spinach""},{""ingredients"":""150g frozen peas""},{""ingredients"":""100ml double cream""},{""ingredients"":""2 tbsp cashew nut butter""},{""ingredients"":""plain flour , for dusting""},{""ingredients"":""320g sheet  all-butter puff pastry""},{""ingredients"":""2 large eggs , 1 whole, 1 yolk only, lightly beaten together (freeze the leftover egg white for another recipe)""},{""ingredients"":""2 tsp nigella seeds""},{""ingredients"":""pilau rice or green veg, to serve""}]","[{""method"":""STEP 1""},{""method"":""Heat the oil over a medium heat in a shallow flameproof casserole dish roughly 30cm wide. Add the paneer and fry for 5 mins, turning with tongs until each side is golden. Remove from the pan and set aside on a plate lined with kitchen paper.""},{""method"":""STEP 2""},{""method"":""Heat the ghee or butter in the same dish over a medium-low heat, then add the onions and a big pinch of salt. Fry for 15 mins, or until softened and caramelised. Stir in the garlic and ginger, cook for 1 min, then tip in the spices and fry for a further 2 mins. Scrape the spiced onions into a food processor or blender along with the tomatoes and blitz until smooth. Pour back into the pan with 1½ cans of water, then stir through the sugar and potatoes. Bring to the boil, lower to a simmer, then cover and cook, stirring occasionally, for 20-25 mins or until the potato is just tender.""},{""method"":""STEP 3""},{""method"":""Add the spinach and peas, and cook for 5 mins. Stir in the cream and cashew butter, then return the paneer to the pan and season to taste. Remove from the heat and set aside to cool completely.""},{""method"":""STEP 4""},{""method"":""Heat the oven to 220C/200C fan/gas 8. On a lightly floured surface, roll the pastry out to just bigger than your casserole dish. Cut a thin strip off each side and fix these around the edge of the casserole. Roll the pastry sheet over the top and press the edges with a fork to seal, and tuck in any overhang. Brush with the egg, sprinkle with the nigella seeds and bake for 30-35 mins or until deep golden brown. Leave to rest for 15 mins before serving with pilau rice or green veg.""}]"
"1614352628-5589","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/4","Doughsant","https://www.bbcgoodfood.com/recipes/doughsant","Doughsant","",""
"1614352644-5596","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/4","Sausage casserole with garlic toasts","https://www.bbcgoodfood.com/recipes/sausage-casserole-garlic-toasts","","[{""ingredients"":""8 reduced-fat sausages""},{""ingredients"":""1 yellow pepper , deseeded and chopped""},{""ingredients"":""4 red onions , cut into wedges""},{""ingredients"":""400g can chopped tomatoes""},{""ingredients"":""250ml vegetable stock""},{""ingredients"":""1 tbsp  x 20g pack basil  (use the rest in the toasts)""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 220C/fan 200C/gas 7. Put the sausages, pepper and onion into a roasting tin, then roast for 20 mins.""},{""method"":""STEP 2""},{""method"":""Lower oven to 200C/fan 180C/gas 6, then tip tomatoes and stock over the sausages. Add sugar and most of the basil, season, then stir well. Roast for another 20 mins. Serve with garlic toasts, recipe below, sprinkled with the remaining basil.""}]"
"1614352674-5605","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/3","Moroccan harira & chicken soup","https://www.bbcgoodfood.com/recipes/moroccan-harira-chicken-soup","Moroccan harira & chicken soup","",""
"1614352805-5658","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/2","Bombay potato omelette","https://www.bbcgoodfood.com/recipes/bombay-potato-omelette","","[{""ingredients"":""1 tbsp vegetable oil""},{""ingredients"":""½ onion , sliced""},{""ingredients"":""1 medium cooked potato (leftover boiled or roasted potatoes are fine), cubed""},{""ingredients"":""1 tsp medium curry powder""},{""ingredients"":""1 tsp nigella seeds""},{""ingredients"":""2 large eggs , whisked""},{""ingredients"":""1 tbsp natural yogurt or raita""},{""ingredients"":""good squeeze chilli sauce (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat most of the oil in a pan. Fry the onion for 10 mins until starting to caramelise, then add the potato and fry for a further 8 mins until the edges are beginning to crisp. Add the curry powder, most of the nigella seeds, some seasoning and a splash of water. Cook for 1-2 mins, then scoop the mixture onto a plate. Wipe out the pan with kitchen paper.""},{""method"":""STEP 2""},{""method"":""Increase the heat and add the remaining oil to the pan. Add the eggs and some seasoning, then use a spatula to stir a few times. Leave to cook for 30 seconds. Pile the potato filling onto one side of the omelette while the top is still a little soft. Fold the omelette over to cover the filling and cook for a final 1-2 mins, if you like your omelette set all the way through. To serve, top with a drizzle of yogurt or raita and some chilli sauce, if you like.""}]"
"1614352653-5597","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/3","Slow-baked clotted cream rice pudding","https://www.bbcgoodfood.com/recipes/slow-baked-clotted-cream-rice-pudding","Slow-baked clotted cream rice pudding","",""
"1614352550-5563","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","","","Three-cheese meatball lasagne","https://www.bbcgoodfood.com/recipes/three-cheese-meatball-lasagne","Three-cheese meatball lasagne","",""
"1614352508-5547","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","","","One-pot paneer curry pie","https://www.bbcgoodfood.com/recipes/one-pot-paneer-curry-pie","One-pot paneer curry pie","",""
"1614352749-5636","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/comfort-food-recipes/3","Cheesy cauliflower & bacon gratin","https://www.bbcgoodfood.com/recipes/cheesy-cauliflower-bacon-gratin","","[{""ingredients"":""1 tsp vegetable oil""},{""ingredients"":""200g smoked  bacon lardons or cubetti di pancetta""},{""ingredients"":""2 large onions , sliced""},{""ingredients"":""800g potatoes , thickly sliced""},{""ingredients"":""1kg cauliflower , cut into bite-size florets""},{""ingredients"":""100g medium-mature cheddar or gruyère , coarsely grated""},{""ingredients"":""250ml double cream""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 200C/180C fan/gas 6. Heat the oil in a pan and fry the bacon for 5 mins until just starting to crisp. Add the onion and sizzle for 12 mins until soft and golden.""},{""method"":""STEP 2""},{""method"":""Meanwhile, tip the potatoes into a large pan of water, making sure they are well covered. Bring to a gentle boil, then add the cauliflower and cook everything for 6-7 mins until both are tender. Tip into a colander and drain thoroughly.""},{""method"":""STEP 3""},{""method"":""In a gratin dish, layer the potato and cauliflower, then scatter with bacon, onion and a small handful of cheese. Drizzle each layer with a little cream and season. Continue until all the layers are finished, pour over the remaining cream and scatter with the last of the cheese. Bake for 30 mins until bubbling. Remove from the oven and set aside for 1 min to rest. Serve straight from the dish with a crisp green salad.""}]"
