web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614353372-5839","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Moroccan turkey salad","https://www.bbcgoodfood.com/recipes/moroccan-turkey-salad","Moroccan turkey salad","",""
"1614353466-5875","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Sausageball pasta bake","https://www.bbcgoodfood.com/recipes/sausageball-pasta-bake","Sausageball pasta bake","",""
"1614353451-5869","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Cheese, leek & potato tortilla","https://www.bbcgoodfood.com/recipes/cheese-leek-potato-tortilla","Cheese, leek & potato tortilla","",""
"1614353355-5834","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Grilled ham, egg & spiced oven chips","https://www.bbcgoodfood.com/recipes/grilled-ham-egg-spiced-oven-chips","","[{""ingredients"":""2 large baking potatoes""},{""ingredients"":""4 tbsp sunflower oil""},{""ingredients"":""¼ tsp paprika""},{""ingredients"":""¼ tsp cayenne pepper""},{""ingredients"":""2 thick slices ham""},{""ingredients"":""2 eggs""},{""ingredients"":""tomato ketchup , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 200C/180C fan/gas 6. Cut the potatoes into chunky chips, place in a pan of salted water and bring to the boil. Simmer for 5 mins until softened slightly, then drain and leave to steam-dry for a few mins.""},{""method"":""STEP 2""},{""method"":""Pour 3 tbsp of the oil into a shallow baking tray and place in the oven to heat for 5 mins. Meanwhile, toss the chips with the paprika, cayenne pepper and some salt. Carefully tip the chips into the hot oil and return the tray to the oven to cook for 40 mins, tossing them halfway through cooking.""},{""method"":""STEP 3""},{""method"":""Ten mins before the chips are ready, heat a large griddle pan. Cook the ham slices for 3 mins each side until they are hot and have griddle lines on both sides. Transfer to a plate to keep warm. In a small frying pan, heat the remaining oil and fry the eggs to your liking. Top each slice of ham with an egg and serve with the oven chips, and ketchup if you like.""}]"
"1614353292-5807","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Red cabbage & potato hash","https://www.bbcgoodfood.com/recipes/red-cabbage-potato-hash","Red cabbage & potato hash","",""
"1614353331-5824","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Cherry tomato & ham bread & butter bake","https://www.bbcgoodfood.com/recipes/cherry-tomato-ham-bread-butter-bake","","[{""ingredients"":""25g butter , softened""},{""ingredients"":""1 garlic clove , crushed""},{""ingredients"":""4 thick slices stale white bread""},{""ingredients"":""12 cherry tomatoes""},{""ingredients"":""50g ham , roughly chopped""},{""ingredients"":""500ml milk""},{""ingredients"":""3 eggs""},{""ingredients"":""50g cheddar , grated""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 180C/160C fan/gas 4. Mix the butter and garlic together, then use a little to grease a shallow baking dish or tin. Use the rest to butter the bread slices, then cut them in half diagonally.""},{""method"":""STEP 2""},{""method"":""Arrange the bread slices, overlapping, in the baking dish. Tuck the cherry tomatoes and ham in and around them.""},{""method"":""STEP 3""},{""method"":""Whisk the milk and eggs together, and season with salt and pepper. Pour over the bread and gently push the slices down in the liquid. Leave to stand for 5 mins. Scatter the cheese over the top, then bake for 35-40 mins until golden and just set. Serve with a crisp green salad.""}]"
"1614353461-5873","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Bread pudding","https://www.bbcgoodfood.com/recipes/bread-pudding-0","Bread pudding","",""
"1614353363-5835","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Hot cross bread & lemon pudding","https://www.bbcgoodfood.com/recipes/hot-cross-bread-lemon-pudding","Hot cross bread & lemon pudding","",""
"1614353316-5818","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Versatile veg soup","https://www.bbcgoodfood.com/recipes/versatile-veg-soup","","[{""ingredients"":""200g chopped  vegetables such as onions, celery and carrots""},{""ingredients"":""300g potatoes,  cubed""},{""ingredients"":""1 tbsp oil""},{""ingredients"":""700ml stock""},{""ingredients"":""crème fraîche and fresh herbs, to serve""}]","[{""method"":""STEP 1""},{""method"":""Fry the vegetables and potatoes in a pan with the oil for a few minutes until beginning to soften.""},{""method"":""STEP 2""},{""method"":""Cover with the stock and simmer for 10-15 mins until the veg is tender. Blend until smooth, then season. Serve with a dollop of crème fraîche and some fresh herbs. Will freeze for up to one month.""}]"
"1614353297-5809","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Brie bruschetta with tomato, herbs & Serrano ham","https://www.bbcgoodfood.com/recipes/brie-bruschetta-tomato-herbs-serrano-ham","Brie bruschetta with tomato, herbs & Serrano ham","",""
"1614353312-5815","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Barney’s Monday night rice","https://www.bbcgoodfood.com/recipes/barneys-monday-night-rice","Barney's Monday night rice","",""
"1614353321-5820","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Chicken, ham, leek & roast potato pie","https://www.bbcgoodfood.com/recipes/chicken-ham-leek-roast-potato-pie","","[{""ingredients"":""2 tbsp olive oil""},{""ingredients"":""400g chicken breast , cut into small chunks""},{""ingredients"":""140g thick-sliced ham , roughly chopped""},{""ingredients"":""roughly leftover roast potato , large ones halved""},{""ingredients"":""2 leeks , trimmed and sliced""},{""ingredients"":""1 heaped tbsp plain flour , plus extra for dusting""},{""ingredients"":""200ml white wine""},{""ingredients"":""400ml chicken stock""},{""ingredients"":""3 heaped tbsp crème fraîche""},{""ingredients"":""375g shortcrust pastry sheet (use fresh if you're freezing the pie)""},{""ingredients"":""beaten egg , to glaze""}]","[{""method"":""STEP 1""},{""method"":""Heat half the oil in a large frying pan and brown the chicken for about 5 mins. Tip into a 22 x 28cm ovenproof pie dish, then evenly scatter over the ham and roast potatoes. Heat the remaining oil and soften the leeks for about 5 mins, then stir in the flour for 1 min.""},{""method"":""STEP 2""},{""method"":""Pour in the wine and stock. Bring to the boil and, stirring continuously, boil rapidly to reduce to a thick sauce. Take off the heat, then stir in the crème fraîche and seasoning. Pour over the pie filling and leave to cool.""},{""method"":""STEP 3""},{""method"":""Unroll the pastry and cut off a small strip to make decorations (if you like). Roll the remainder to fit the dish and place on top of the pie. Use a fork to crimp the edges and press the pastry to the edge of the dish. Make a small hole in the centre, then cover well with cling film. Freeze for up to 3 months. For best results, defrost at room temperature for 8 hrs.""},{""method"":""STEP 4""},{""method"":""Heat oven to 200C/180C fan/gas 6. Brush pie with egg to glaze (making sure the steam hole hasn’t sealed up). Cook for 30-40 mins, until golden and hot through.""}]"
"1614353388-5846","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Spiced French toast","https://www.bbcgoodfood.com/recipes/spiced-french-toast","","[{""ingredients"":""4 tbsp soft butter""},{""ingredients"":""2 tsp cinnamon""},{""ingredients"":""2 eggs , beaten""},{""ingredients"":""100ml milk""},{""ingredients"":""4 hot cross buns , split in half""},{""ingredients"":""vanilla ice cream and maple syrup, to serve""}]","[{""method"":""STEP 1""},{""method"":""Mix 3 tbsp of the butter with half the cinnamon and mash together. Beat together the egg, milk and remaining cinnamon. Sandwich 2 slices of hot cross bun together with half the cinnamon butter and repeat with the remaining two slices.""},{""method"":""STEP 2""},{""method"":""Dip in the egg mix and leave to soak for a few secs. Heat the butter in a frying pan until foaming. Cook the hot cross buns for 1-2 mins each side until light golden (you may need to do this in two batches). Press down on them as you cook. Serve each portion topped with a scoop of ice cream and a drizzle of maple syrup, if you like.""}]"
"1614353457-5871","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Salmon & Puy lentil salad with olive dressing","https://www.bbcgoodfood.com/recipes/salmon-puy-lentil-salad-olive-dressing","Salmon & Puy lentil salad with olive dressing","",""
"1614353367-5838","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Prawn & cod cakes","https://www.bbcgoodfood.com/recipes/prawn-cod-cakes","","[{""ingredients"":""250g cod loin, skinless and boneless""},{""ingredients"":""175g cooked king prawns , chopped""},{""ingredients"":""175g mashed potato""},{""ingredients"":""small bunch chives , snipped""},{""ingredients"":""zest 1 lemon , plus 1 lemon cut into wedges, to serve""},{""ingredients"":""5 eggs , 1 beaten""},{""ingredients"":""50g breadcrumbs""},{""ingredients"":""2 tsp olive oil""},{""ingredients"":""200g green beans""},{""ingredients"":""100g cherry tomatoes""},{""ingredients"":""1 tbsp white wine vinegar""}]","[{""method"":""STEP 1""},{""method"":""Heat the oven to 220C/200C fan/gas 7. In a small saucepan cover the cod with cold water and gently poach for 3-4 mins until just cooked through. Remove with a slotted spoon and pat dry. Flake into a medium bowl with the prawns, potato and most of the chives, lemon zest and some seasoning. Shape into 4 even-size cakes and chill for 10 mins.""},{""method"":""STEP 2""},{""method"":""Dip each cake in the beaten egg, then coat in the breadcrumbs, repeat with the remaining fish cakes. Brush each cake with 1 tsp of the olive oil, place on a roasting tray and cook for 25 mins, turning halfway through. Cook beans in salted boiling water for 3-4 mins, until tender, adding the tomatoes for the final min. Drain and toss through the remaining oil, vinegar and reserved chives, mashing the tomatoes lightly with a fork, season with some black pepper and set aside.""},{""method"":""STEP 3""},{""method"":""For the poached eggs bring a shallow pan of water to just boiling, stir the water once or twice and crack in the eggs. Poach for 3-4 mins, then remove with a slotted spoon. Serve the fishcakes topped with a poached egg and garnished with the beans and a few wedges of lemon for squeezing over.""}]"
"1614353457-5872","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Salmon & Puy lentil salad with olive dressing","https://www.bbcgoodfood.com/recipes/salmon-puy-lentil-salad-olive-dressing","","[{""ingredients"":""85g Kalamata olive , stoned""},{""ingredients"":""5 tbsp olive oil""},{""ingredients"":""2 tbsp red wine vinegar""},{""ingredients"":""1 small garlic clove , crushed""},{""ingredients"":""1 tsp Dijon mustard""},{""ingredients"":""2 tbsp chopped basil (or a dash of pesto)""},{""ingredients"":""1 tbsp small capers""},{""ingredients"":""200g pack fine green bean , halved""},{""ingredients"":""3-4 eggs (depending on how much salmon you have)""},{""ingredients"":""2 x 250g pouches cooked Puy lentils (we used Merchant Gourmet)""},{""ingredients"":""4 large tomatoes , deseeded and roughly chopped""},{""ingredients"":""175g-200g cooked leftover salmon , flaked into large chunks""},{""ingredients"":""good handful rocket leaves""}]","[{""method"":""STEP 1""},{""method"":""Chop half the olives (set the rest aside), then mix with the remaining dressing ingredients in a bowl.""},{""method"":""STEP 2""},{""method"":""Boil the green beans for 5 mins, then refresh under cold water. Put the eggs in cold water, bring to the boil, then cook for 5 mins. Cool, shell and halve or quarter.""},{""method"":""STEP 3""},{""method"":""Heat the lentils in the microwave for 2 mins per pack. Tip into a bowl and toss with the tomatoes, most of the dressing, the whole olives and green beans. Arrange eggs and salmon on top, scatter with the rocket and finish with remaining dressing. Serve with crusty bread.""}]"
"1614353401-5849","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","After-dinner mint cream","https://www.bbcgoodfood.com/recipes/after-dinner-mint-cream","After-dinner mint cream","",""
"1614353384-5843","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Four & twenty chicken & ham pie","https://www.bbcgoodfood.com/recipes/four-twenty-chicken-ham-pie","Four & twenty chicken & ham pie","",""
"1614353346-5829","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","","","Pork & slaw sandwiches","https://www.bbcgoodfood.com/recipes/pork-slaw-sandwiches","Pork & slaw sandwiches","",""
"1614353436-5863","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/leftovers-recipes/2","Spanish chicken pie","https://www.bbcgoodfood.com/recipes/spanish-chicken-pie","Spanish chicken pie","",""
